sym,entry,ret,excess,beta,maxday,n_flags,n_known,DILUTION,ASSET_BLOAT,LOSS,LOTTO
BWLP,2026-06-12,0.22074422320748677,0.17265736473458926,0.5330382941272194,0.05162791786632437,0,4,False,False,False,False
TKR,2026-06-12,-0.1598604588702286,-0.2079473173431261,1.5500869225232508,0.07168981240535488,0,4,False,False,False,False
CORT,2026-06-12,0.37209018346986067,0.32400332499696316,1.9482809860772232,0.11571544177676607,0,4,False,False,False,False
TNGX,2026-06-12,-0.27828055790994544,-0.32636741638284295,1.3034082838231442,0.5296736575429934,3,4,True,False,True,True
ESTA,2026-06-15,-0.19558248901275666,-0.22550763774128946,1.4195204446071152,0.07110497849203945,1,4,False,False,True,False
MRCY,2026-06-15,-0.26119208746301537,-0.29111723619154817,2.212130049214731,0.11712388748410696,2,4,False,False,True,True
MRX,2026-06-15,0.21402121410550534,0.18409606537697254,0.6798339594189673,0.05686281080029998,0,4,False,False,False,False
PEB,2026-06-15,-0.014084855729333268,-0.04401000445786607,1.1317752980093567,0.047263698714674396,0,4,False,False,False,False
BBAR,2026-06-16,-0.2995636682843813,-0.3356656169911777,2.3953550444636633,0.1432615994558979,1,4,False,False,False,True
AIP,2026-06-16,-0.4186718226881774,-0.45477377139497377,3.2538428029121196,0.11339908212755612,2,4,False,False,True,True
M,2026-06-16,-0.1026342662330435,-0.1387362149398399,1.293136662331353,0.08117450503626178,0,4,False,False,False,False
BMA,2026-06-16,-0.21820464541290097,-0.25430659411969736,2.060017092322798,0.11694234482536414,1,4,False,False,False,True
MRNA,2026-06-16,2.121660607908487,2.0855586592016904,1.8559011405133345,0.07936502670080614,1,4,False,False,True,False
SEZL,2026-06-16,-0.1917475345468198,-0.2278494832536162,2.515833449708213,0.10113035778124102,1,4,False,False,False,True
BHP,2026-06-16,-0.049089420409104356,-0.08519136911590075,1.5432103869794669,0.06088013217771815,0,4,False,False,False,False
ALKS,2026-06-16,0.0020412826553961594,-0.034060666051400235,0.884183637772848,0.056334503689626114,0,4,False,False,False,False
IMVT,2026-06-18,0.052065652083851166,0.013657657250562227,1.610164188646694,0.3526055585752621,3,4,True,False,True,True
VCYT,2026-06-18,-0.2258064584964431,-0.26421445332973204,1.6426773468299771,0.08395298909311322,0,4,False,False,False,False
FORM,2026-06-18,-0.20220665246458258,-0.24061464729787152,2.3297972140828493,0.12460071011804907,1,4,False,False,False,True
IRM,2026-06-19,-0.07847735720329263,-0.11688535203658157,1.1870595329822353,0.02137648169550599,1,4,False,False,True,False
GS,2026-06-19,-0.12080625655047372,-0.15921425138376266,1.5578967735096723,0.05747574667654387,1,4,False,False,True,False
WSFS,2026-06-19,0.05180690788343689,0.013398913050147954,0.6963024312544664,0.020949976179864827,0,4,False,False,False,False
HLT,2026-06-19,-0.11931028138860611,-0.15771827622189505,0.7687469783071222,0.03986912038599333,0,4,False,False,False,False
KEY,2026-06-19,-0.06729187090993138,-0.10569986574322032,0.9020769837513197,0.037835308934083045,0,4,False,False,False,False
VVV,2026-06-19,-0.3007617270127664,-0.3391697218460553,0.771280990930302,0.0410242756328858,0,4,False,False,False,False
HGV,2026-06-19,-0.32562105666608765,-0.3640290514993766,1.4523171687215943,0.058836278846576606,0,4,False,False,False,False
VCTR,2026-06-19,0.244039026218825,0.20563103138553607,1.149549689008968,0.04447579552614145,1,4,False,True,False,False
ZION,2026-06-19,-0.011385757808715757,-0.049793752642004696,1.0805064059232579,0.037689255140057165,0,4,False,False,False,False
WRBY,2026-06-19,-0.1043913397552304,-0.14279933458851934,2.0214942018531796,0.05572094654142368,2,4,False,False,True,True
CLH,2026-06-19,0.07910598090589405,0.04069798607260511,0.5693474291937637,0.03855217589377724,0,4,False,False,False,False
WWD,2026-06-19,-0.2432818345476513,-0.2816898293809402,1.2370648393465316,0.05825614447533334,0,4,False,False,False,False
CNO,2026-06-19,0.07376109591648583,0.03535310108319689,0.5993305535424741,0.022877159504026467,0,4,False,False,False,False
HOG,2026-06-19,0.028041337747664707,-0.010366657085624231,0.9170577972722357,0.05405402004675741,0,4,False,False,False,False
JCI,2026-06-19,0.005292237417834356,-0.03311575741545458,1.007917072151097,0.060339095458984415,0,4,False,False,False,False
VOYA,2026-06-19,0.11975683404975945,0.08134883921647051,0.9104887569529316,0.03276146445334116,0,4,False,False,False,False
VRTX,2026-06-19,0.13083718021176005,0.09242918537847111,0.679526700450413,0.03128354580718162,0,4,False,False,False,False
CMI,2026-06-19,-0.2512197177142922,-0.28962771254758113,1.6157036621506056,0.045657136447439406,0,4,False,False,False,False
HG,2026-06-19,0.07934989922598001,0.040941904392691075,0.18542429615877554,0.04704666526104506,0,4,False,False,False,False
COMP,2026-07-06,-0.22016933849653642,-0.2523021379745174,2.1498796625744263,0.07783643252326367,2,4,False,False,True,True
WAFD,2026-06-19,-0.10828815234496225,-0.1466961471782512,0.6465586617801605,0.029224546239200233,0,4,False,False,False,False
CLDX,2026-06-19,0.16836259738182147,0.12995460254853253,1.585276908620691,0.04372501379580984,1,4,False,False,True,False
COLM,2026-06-19,-0.14213730460405916,-0.1805452994373481,1.1800062645644045,0.03817640783948284,0,4,False,False,False,False
CNK,2026-06-19,0.0763461462659667,0.03793815143267776,0.27866388289378585,0.10821429512771075,0,4,False,False,False,False
WH,2026-06-19,-0.19750742271568,-0.23591541754896894,0.6816939334227543,0.0492932020352852,0,4,False,False,False,False
WSBC,2026-06-19,0.08743470111547191,0.049026706282182975,0.7761143090041287,0.02975318070932209,1,4,True,False,False,False
XYZ,2026-06-19,0.04185617723865298,0.003448182405364042,2.0746728515093515,0.06947643935964454,1,4,False,False,False,True
WSM,2026-06-19,0.004400098772495475,-0.03400789606079346,1.3357924859555017,0.06485442414876808,0,4,False,False,False,False
IVT,2026-06-19,-0.09659519460993926,-0.1350031894432282,0.1603458248206568,0.024813156913512824,0,4,False,False,False,False
NKTR,2026-06-22,0.017351589689517333,-0.02433451659662267,2.3909728353240913,0.042796765717117324,3,4,True,False,True,True
CALY,2026-06-22,-0.1825749629273673,-0.2242610692135073,1.6329781098379663,0.059302238672733765,0,4,False,False,False,False
ELVN,2026-06-22,0.06331592483419435,0.021629818548054347,1.1016703183200014,0.14296333920975646,2,4,True,False,True,False
TH,2026-06-22,0.056603839699369995,0.014917733413229994,0.8811138485383304,0.04131293373426148,1,4,False,False,True,False
HXL,2026-06-23,-0.09392874053359723,-0.15096514236948233,0.984431808441968,0.06323030536979268,0,4,False,False,False,False
MSM,2026-06-23,0.05382529646813583,-0.0032111053677492674,0.714906782484548,0.029406556359080405,0,4,False,False,False,False
UNH,2026-06-23,-0.07175354214219232,-0.12878994397807741,0.6237317986344054,0.051644602684079555,0,4,False,False,False,False
OPLN,2026-06-23,-0.09688310499315134,-0.15391950682903643,1.075201719642532,0.05478337997993976,0,4,False,False,False,False
NUVL,2026-06-23,,,,,1,3,False,False,True,
URI,2026-06-23,-0.029575328033272563,-0.08661172986915766,1.11579063411713,0.06208153448449005,0,4,False,False,False,False
IFS,2026-06-23,0.012399713772496934,-0.044636688063388164,0.6802401048077382,0.11429176011636932,0,4,False,False,False,False
LFST,2026-06-23,0.34216108469143536,0.28512468285555026,1.0085525310292953,0.09541978504108473,0,4,False,False,False,False
ROST,2026-06-23,0.011556150637445528,-0.04548025119843957,0.6861908695174459,0.08112707760738447,0,4,False,False,False,False
PK,2026-06-23,0.06827654436818076,0.01124014253229566,1.0795237598868856,0.06347893500543145,0,4,False,False,False,False
VIRT,2026-06-23,-0.0829108645003851,-0.1399472663362702,0.35658978330590513,0.03955825162303084,0,4,False,False,False,False
PHVS,2026-06-23,0.0852667052772127,0.028230303441327598,0.8524318298682654,0.06198349712927653,2,4,True,False,True,False
SMFG,2026-06-23,0.11356990508173403,0.05653350324584894,1.1863193452978886,0.03610265036839033,1,4,False,False,True,False
NSA,2026-06-23,,,,,0,3,False,False,False,
MFG,2026-06-23,0.14566113666940694,0.08862473483352185,1.2180131030292776,0.0389344370419602,1,4,False,False,True,False
LIVN,2026-06-23,-0.006481979337218169,-0.06351838117310327,1.2016847147461531,0.03372032090692367,0,4,False,False,False,False
WCC,2026-06-23,0.0077521137800700135,-0.049284288055815084,1.8291366019529618,0.04475810708913541,0,4,False,False,False,False
TBBB,2026-06-23,0.24661442220206364,0.18957802036617855,0.4633342579920714,0.15551482504665226,2,4,False,False,True,True
QURE,2026-06-24,-0.09293750752592544,-0.15046407331400025,-0.2681251593211881,0.7843645889522324,3,4,True,False,True,True
LNTH,2026-06-23,-0.05422993554841693,-0.11126633738430203,0.5020237165141559,0.09029320068885016,0,4,False,False,False,False
TGTX,2026-06-23,0.05969598262297149,0.002659580787086391,0.6219648631516708,0.09470527506841253,2,4,False,True,True,False
KYMR,2026-06-23,0.19765901444219147,0.14062261260630637,0.8932965882448991,0.09974562216771488,3,4,True,True,True,False
GEO,2026-06-24,0.02961201035006078,-0.02791455543801402,0.9378036065203162,0.06567793271213573,1,4,False,False,True,False
DD,2026-06-25,-0.053984049477139195,-0.10998402281262798,1.2739698207056713,0.039502963090697785,0,4,False,False,False,False
VIK,2026-06-25,-0.1637511975146414,-0.21975117085013018,1.814972642722947,0.054941291580872686,0,4,False,False,False,False
BFLY,2026-06-26,-0.08436445118512537,-0.14805633381211458,3.4962559079941093,0.5586689245309584,3,4,True,False,True,True
RAL,2026-06-26,-0.04441815727506937,-0.10811003990205859,1.6550668073122043,0.049959915622905804,0,4,False,False,False,False
AMRX,2026-06-26,0.17005225670455748,0.10636037407756826,0.7844036306025951,0.07148063745511002,0,4,False,False,False,False
PTGX,2026-06-26,0.18953067767215814,0.12583879504516893,0.22459164572624138,0.0799755591646596,1,4,False,False,True,False
ILMN,2026-06-26,0.35270463435905874,0.28901275173206953,0.9772286544093121,0.06160191665127801,0,4,False,False,False,False
MTRN,2026-06-29,-0.12001981921191629,-0.16647160461316124,1.7772238699625178,0.09796922708732114,0,4,False,False,False,False
HNGE,2026-06-29,0.15918008170043718,0.11272829629919223,1.2873842319853355,0.0837929044865211,1,4,False,False,True,False
MIRM,2026-06-29,-0.2520325203252033,-0.29848430572644824,1.048471650313888,0.05893617995241862,1,4,False,False,True,False
AIR,2026-06-29,-0.18040185312794943,-0.22685363852919438,1.77303250777811,0.08410022746465007,1,4,False,False,True,False
BKD,2026-06-29,-0.2824716039858296,-0.32892338938707455,0.49992954539142964,0.08340351985365957,1,4,True,False,False,False
KNSA,2026-06-29,0.25188267015606636,0.2054308847548214,0.17533668663417293,0.04688454134014575,0,4,False,False,False,False
NRIX,2026-06-29,0.0654087815929103,0.018956996191665354,1.5712087094491123,0.16373056851443635,3,4,True,False,True,True
ALGT,2026-06-29,-0.29518388778723637,-0.3416356731884813,2.3041272125871397,0.0734872024643276,1,4,False,False,False,True
UAL,2026-06-30,-0.1588352469373303,-0.19720146644833647,2.2105462379148113,0.09564119427713758,1,4,False,False,False,True
TECH,2026-06-30,0.026896777111074632,-0.011469442399931529,1.03273995797306,0.20074718031854388,1,4,False,False,False,True
VTRS,2026-06-30,0.08490236111695992,0.04653614160595376,0.79600463386023,0.034242174790426017,0,4,False,False,False,False
YETI,2026-06-30,-0.13660210391786176,-0.17496832342886792,1.5035355087658198,0.049927487560744055,0,4,False,False,False,False
IDYA,2026-06-30,0.042661661740245105,0.004295442229238944,1.1515904178545646,0.11276064063179692,1,4,False,False,True,False
HR,2026-06-30,-0.08299347939968205,-0.12135969891068821,0.14941269392540804,0.0424553045524767,0,4,False,False,False,False
IEX,2026-06-30,-0.01626710873420667,-0.05463332824521283,0.7744840849429852,0.026602483422157652,0,4,False,False,False,False
TILE,2026-06-30,-0.0438546125612197,-0.08222083207222586,0.9655003851276389,0.05646404917939907,0,4,False,False,False,False
SSD,2026-06-30,-0.16858517190998246,-0.20695139142098862,0.8743560195817558,0.04486368618862224,0,4,False,False,False,False
WSC,2026-06-30,-0.3705979523502658,-0.408964171861272,1.9585810558395769,0.03591953529056102,0,4,False,False,False,False
WBS,2026-06-30,,,,,0,3,False,False,False,
JHX,2026-06-30,0.017952609162558808,-0.020413610348447353,1.737740956530647,0.08541568110933673,2,4,True,True,False,False
TRGP,2026-06-30,0.08418815566712046,0.045821936156114296,0.006106474197642306,0.03168419587792437,0,4,False,False,False,False
TENB,2026-07-07,-0.10881335020114502,-0.14587414886983407,1.0873303336324505,0.1082065664927816,1,4,False,False,True,False
UGP,2026-06-30,0.5588483948561691,0.520482175345163,0.8305775117313565,0.021276684650126887,0,4,False,False,False,False
HSBC,2026-06-30,0.09063377078999468,0.05226755127898852,1.2162620233952288,0.052924771258671566,0,4,False,False,False,False
TEX,2026-06-30,-0.18398429752703593,-0.2223505170380421,2.052756626246176,0.0639087218408394,1,4,False,False,False,True
IONS,2026-06-30,-0.43372429048508,-0.47209050999608615,0.35487677434654763,0.036252286188983796,1,4,False,False,True,False
RUSHA,2026-06-30,-0.008927783163406255,-0.047294002674412416,0.7776289778285368,0.03793645275580948,0,4,False,False,False,False
VLY,2026-06-30,-0.07799616576453994,-0.1163623852755461,1.0003837187942248,0.02833700054482713,0,4,False,False,False,False
ZIM,2026-06-30,0.17153842632587146,0.1331722068148653,0.9632823986478387,0.05236268855773507,0,4,False,False,False,False
WERN,2026-06-30,-0.19436227183186805,-0.2327284913428742,1.0824240731635744,0.02951936704866087,1,4,False,False,True,False
SAN,2026-06-30,0.059420266919616216,0.021054047408610055,1.6260302014829278,0.05369130362637864,1,4,False,False,True,False
VRNS,2026-06-30,0.15479034528829416,0.116424125777288,0.8600773936820141,0.07356183901989266,1,4,False,False,True,False
HST,2026-06-30,-0.059046801880608846,-0.097413021391615,0.821623680256963,0.02515728701877018,0,4,False,False,False,False
TNL,2026-06-30,-0.16755593709282768,-0.20592215660383384,1.0001349076343045,0.04056410634965024,0,4,False,False,False,False
TD,2026-06-30,0.028286174003569586,-0.010080045507436575,0.6967373789758082,0.023390222069570754,1,4,False,False,True,False
SLF,2026-06-30,0.04760087761137077,0.009234658100364612,0.36541079630091045,0.024507008452026913,0,4,False,False,False,False
BFH,2026-06-30,-0.0010573885945425188,-0.03942360810554868,1.320313467562422,0.05370657461522543,0,4,False,False,False,False
DY,2026-06-30,-0.4233470007224528,-0.46171322023345895,1.5675359217238731,0.041893722806305655,1,4,False,True,False,False
RELY,2026-07-01,-0.059259283884109615,-0.0990317995151272,1.2840022872057881,0.051470645296258555,0,4,False,False,False,False
PGNY,2026-07-01,-0.08794567353109228,-0.12771818916210986,0.531283797500153,0.04127104100625534,0,4,False,False,False,False
LTH,2026-07-01,-0.003246779848719239,-0.04301929547973682,1.045282394661379,0.06736045117314338,1,4,False,False,True,False
SXT,2026-07-01,0.061367902058387935,0.021595386427370356,0.7341769843363455,0.05856816287640365,0,4,False,False,False,False
MNST,2026-07-01,-0.0960451835713858,-0.13581769920240339,0.2593488044542472,0.018989491149488558,0,4,False,False,False,False
PLGO,2026-07-01,-0.04676797894238449,-0.08654049457340207,0.2356078442547435,0.04080772054187931,1,4,False,False,True,False
LUV,2026-07-01,-0.1685032145853419,-0.20827573021635948,1.4514550382849039,0.07447838492279213,1,4,False,False,True,False
MOH,2026-07-01,-0.1494302280970765,-0.1892027437280941,-0.1355235348909815,0.07258462541005817,1,4,False,False,True,False
VAC,2026-07-01,0.0397613784490678,-1.113718194978297e-05,1.5741551698233767,0.06821389095257935,1,4,False,False,True,False
NTRA,2026-07-01,0.34158623588353465,0.30181372025251707,1.1859077467364867,0.10738629793728793,1,4,False,False,True,False
MRK,2026-07-01,0.19950913527605696,0.15973661964503938,0.20014772361261618,0.04847426991001491,0,4,False,False,False,False
TSHA,2026-07-01,-0.24210527976322493,-0.2818777953942425,1.9508808589069315,0.06151417304405005,3,4,True,True,True,False
RPRX,2026-07-01,0.0519086754805369,0.012136159849519323,0.29892485778176886,0.03322756856353304,0,4,False,False,False,False
RHP,2026-07-01,-0.02523433052690438,-0.06500684615792196,0.7615600489286775,0.04459472725974578,0,4,False,False,False,False
CHEF,2026-07-01,0.1608640545271287,0.12109153889611113,0.564794463171351,0.05265633481796517,0,4,False,False,False,False
GLUE,2026-07-01,-0.48959200685946713,-0.5293645224904847,1.2037221089381533,0.10926614889353847,1,4,False,False,True,False
LGND,2026-07-01,-0.07031826465403179,-0.11009078028504937,0.8910795083778241,0.06587324304513653,1,4,False,True,False,False
PLSE,2026-07-02,0.8253724195362397,0.7842317922898392,2.2854754656054386,0.07803124372946724,2,4,False,False,True,True
DAL,2026-07-02,-0.10831587571024459,-0.14945650295664514,1.7767902969115383,0.07009279194878304,0,4,False,False,False,False
ASTH,2026-07-02,-0.3176733681830807,-0.3588139954294812,0.9203022410064254,0.0732601063791749,1,4,False,True,False,False
DYN,2026-07-06,-0.2504377966348825,-0.2825705961128635,2.1898174277171347,0.06603216214256635,4,4,True,True,True,True
SLS,2026-07-06,-0.18436153315533688,-0.21649433263331785,1.8208802782831797,0.2469733156699616,4,4,True,True,True,True
DNLI,2026-07-06,-0.2047397243444008,-0.23687252382238178,1.6188117386457623,0.07113540557380671,1,4,False,False,True,False
IMNM,2026-07-06,0.048953978868971015,0.016821179390990038,1.779171881929134,0.09865057523558507,3,4,True,True,True,False
BRKR,2026-07-06,0.004730930837140823,-0.027401868640840155,1.5131758956968262,0.09404990838186267,0,4,False,False,False,False
MBX,2026-07-06,0.05615247523273115,0.02401967575475017,1.56743973192722,0.20200065424705116,3,4,True,False,True,True
CON,2026-07-06,0.09400487292777693,0.06187207344979595,0.5103881502289489,0.037049052198671495,0,4,False,False,False,False
DVA,2026-07-07,-0.2218001867705497,-0.25886098543923874,0.07757438327530905,0.03180966551492248,0,4,False,False,False,False
OKTA,2026-07-07,0.2886778491140407,0.25161705044535165,1.2453047784788727,0.056565809851520266,0,4,False,False,False,False
CXW,2026-07-08,0.05845848984710633,0.01818385720749882,0.5299708224276922,0.06505817701182148,0,4,False,False,False,False
CRNX,2026-07-08,,,,,1,3,False,False,True,
NTCT,2026-07-08,-0.09441863658816319,-0.1346932692277707,1.0485275548031723,0.04441689700781004,0,4,False,False,False,False
ATEX,2026-07-09,-0.21748079478785132,-0.2490231564806097,1.1840606829220255,0.2571782027793703,2,4,False,False,True,True
DINO,2026-07-09,0.4185688880667324,0.38702652637397406,0.012679010085268129,0.0632945588345224,0,4,False,False,False,False
ENVA,2026-07-10,-0.2802721523538424,-0.3073875254043895,1.2833302496633447,0.053746099751875054,0,4,False,False,False,False
AVAH,2026-07-10,0.38556699429476615,0.35845162124421903,0.8279944641248105,0.04725267400835165,0,4,False,False,False,False
WST,2026-07-14,0.012208344984662833,-0.019169389294425132,0.6777936277045009,0.020260289913274887,0,4,False,False,False,False
RY,2026-07-14,-0.03088636144081991,-0.062264095719907875,0.6592569293638706,0.015918736197567895,0,4,False,False,False,False
LB,2026-07-14,0.1133954661606622,0.08201773188157424,0.9443507323501562,0.13443094081938511,1,4,True,False,False,False
ROKU,2026-07-14,0.08867104833030037,0.05729331405121241,1.8903309183581531,0.20076901032263983,2,4,False,False,True,True
SN,2026-07-14,0.1174861610651774,0.08610842678608943,1.5931110873018972,0.057479293768697204,0,4,False,False,False,False
NSIT,2026-07-14,0.3083409980817904,0.2769632638027024,1.3764110113155434,0.049231324763389095,0,4,False,False,False,False
AMG,2026-07-14,-0.0036341917204567586,-0.035011925999544724,1.0464208409657363,0.03485200035035052,0,4,False,False,False,False
STT,2026-07-14,0.004083855294995331,-0.027293878984092634,1.1111434594449459,0.03208369154786217,0,4,False,False,False,False
RAMP,2026-07-14,-0.008697892153457065,-0.04007562643254503,0.5734789602270245,0.007213477305965554,0,4,False,False,False,False
MUSA,2026-07-14,-0.16712482917533045,-0.1985025634544184,-0.4575579656582748,0.05414835647181482,0,4,False,False,False,False
SIRI,2026-07-14,-0.088846339634295,-0.12022407391338297,0.5360309329250191,0.03139321917654292,0,4,False,False,False,False
CMBT,2026-07-14,0.2458808732635105,0.21450313898442253,0.4110685085004696,0.05894593460280917,3,4,True,True,True,False
