sym,entry,ret,excess,beta,maxday,n_flags,n_known,DILUTION,ASSET_BLOAT,LOSS,LOTTO
MPWR,2026-05-13,-0.22463140053351827,-0.2719275626503269,2.298826094227877,0.05735379099557636,1,4,False,False,False,True
AESI,2026-05-14,-0.30084295164318386,-0.3399362520089608,0.801452110689905,0.09841537345298357,2,4,True,False,True,False
ALAB,2026-05-14,0.49029037414265253,0.45119707377687557,3.0307387522376925,0.09622345340541893,1,4,False,False,False,True
SYNA,2026-05-14,-0.26521804972027907,-0.30431135008605603,2.3657311508977785,0.18553872105102776,2,4,False,False,True,True
BB,2026-05-14,0.3802588948071737,0.3411655944413967,1.4573136998471696,0.14111919826389507,0,4,False,False,False,False
LUMN,2026-05-14,-0.3752417850274241,-0.4143350853932011,3.1053521801104624,0.10128204391474505,2,4,False,False,True,True
CORZ,2026-05-14,-0.2632423533651118,-0.3023356537308888,2.714673867842211,0.10995937665544586,3,4,False,True,True,True
RDW,2026-05-14,-0.17083627081842434,-0.2099295711842013,3.7117798911381312,0.20326086134000154,4,4,True,True,True,True
POET,2026-05-14,-0.5911521646970069,-0.6302454650627839,3.492473347674451,0.29535863082952707,4,4,True,True,True,True
AA,2026-05-14,-0.3214449482500724,-0.3605382486158494,1.7014821127938884,0.03489466075634651,0,4,False,False,False,False
COCO,2026-05-14,-0.2510465963958598,-0.29013989676163676,0.7453933085271734,0.2967266233427992,1,4,False,False,False,True
SEDG,2026-05-22,-0.4251815952897511,-0.46780054910057656,2.151068408759454,0.2292992885787255,2,4,False,False,True,True
TYRA,2026-05-15,-0.3075054269834623,-0.3592504714545246,0.7372408708685086,0.06750072059711276,1,4,False,False,True,False
NE,2026-05-15,-0.14653333548416891,-0.19827837995523123,0.8863984582841052,0.08195390243906275,0,4,False,False,False,False
ASTS,2026-05-16,-0.2603083453559901,-0.31205338982705244,3.065527499205319,0.14843159608455037,4,4,True,True,True,True
OSCR,2026-05-16,0.34176678066046606,0.29002173618940374,1.9995329192545102,0.10590855975301006,2,4,True,False,True,False
TXN,2026-05-16,-0.10066108877760127,-0.1524061332486636,1.0014239863398875,0.19432115881842105,1,4,False,False,False,True
GBTG,2026-05-16,0.012847953276085677,-0.03889709119497664,1.131896209107918,0.575042229841789,2,4,True,False,False,True
EXTR,2026-05-16,-0.07826440864225392,-0.13000945311331624,1.4768657788372628,0.2815250064044408,1,4,False,False,False,True
HLIO,2026-05-16,-0.1125239811132831,-0.16426902558434542,1.517680403574162,0.14039989535146402,0,4,False,False,False,False
PBI,2026-05-16,0.0629710901763918,0.01122604570532948,1.0806872754757582,0.10917372651412527,0,4,False,False,False,False
MSGE,2026-05-16,0.1883505747447285,0.13660553027366618,0.9747706723091871,0.03412869366610494,0,4,False,False,False,False
PUMP,2026-05-18,-0.43649476092713435,-0.4889802430830006,0.832456514505672,0.09214796173618489,0,4,False,False,False,False
RKLB,2026-05-18,-0.467139391291136,-0.5196248734470023,3.3437686907292807,0.34219901709166867,4,4,True,True,True,True
CSCO,2026-05-19,-0.030360815686330755,-0.08990370234455158,0.9402738058850343,0.13409242640184305,0,4,False,False,False,False
INVX,2026-05-19,-0.11980674411464687,-0.1793496307728677,0.9113238400261909,0.08214282989501953,0,4,False,False,False,False
HPE,2026-05-20,0.8369024041425588,0.7881085478963135,1.7438148895812293,0.06423450462458824,0,4,False,False,False,False
DNTH,2026-05-20,0.08735347039413144,0.03855961414788611,1.1833172290837939,0.05149704253602172,2,4,True,False,True,False
DDOG,2026-05-20,0.15458912886077236,0.10579527261452704,1.2664034143517822,0.3132696883335939,2,4,False,False,True,True
TWST,2026-05-22,1.7378240493077808,1.6952050954969553,2.4855021468411387,0.09653373685996391,2,4,False,False,True,True
