group,cohort,sym,ret,excess
Breakouts,2026-04,ICHR,-0.20571591472478534,-0.29275588895084437
Breakouts,2026-04,JBL,-0.10855567722392345,-0.19559565144998248
Breakouts,2026-04,KEYS,0.00408050748909794,-0.08295946673696108
Breakouts,2026-04,KLAC,-0.029405180049762003,-0.11644515427582103
Top Picks,2026-06,KLIC,-0.27990255763342753,-0.3160045063402239
Breakouts,2026-04,KLIC,-0.02329609542094302,-0.11033606964700204
Top Picks,2026-06,LION,-0.29828856271725823,-0.3343905114240546
Breakouts,2026-04,LION,-0.062091523128550485,-0.1491314973546095
Top Picks,2026-06,MKSI,-0.421854838969972,-0.46022105848097816
Breakouts,2026-04,MKSI,-0.07546648899527109,-0.1625064632213301
Top Picks,2026-06,NVTS,-0.6057068810879458,-0.6364376965625915
Breakouts,2026-04,NVTS,-0.33551910631853554,-0.42255908054459457
Breakouts,2026-04,NXT,-0.32166748014508917,-0.4087074543711482
Breakouts,2026-04,ON,-0.26846184668543516,-0.3555018209114942
Top Picks,2026-05,ONDS,-0.3416592248593032,-0.3807525252250802
Breakouts,2026-04,ONDS,-0.32602737506931556,-0.4130673492953746
Breakouts,2026-04,PLAB,-0.42918289335427806,-0.5162228675803371
Breakouts,2026-04,PLXS,0.012924465074221736,-0.07411550915183729
Breakouts,2026-04,SLAB,0.027302302870639616,-0.05973767135541941
Breakouts,2026-04,SNX,0.2411041561848315,0.15406418195877247
Breakouts,2026-04,SPHR,0.08281115084675239,-0.004228823379306634
Breakouts,2026-04,TS,-0.09665683235387323,-0.18369680657993226
Breakouts,2026-04,UNIT,-0.198305094471542,-0.285345068697601
Top Picks,2026-05,VICR,-0.28457310835329985,-0.33613331522640655
Breakouts,2026-04,VICR,-0.1664494765396034,-0.2534894507656624
Breakouts,2026-04,VRT,-0.22161796882923024,-0.30865794305528926
Top Picks,2026-05,VSH,0.07221424681698152,-0.010526170568278426
Breakouts,2026-04,VSH,0.1803237618583473,0.09328378763228828
Top Picks,2026-05,WDC,0.03918885211216527,-0.03958507465324379
Breakouts,2026-04,WDC,0.11903469238544484,0.031994718159385815
Breakouts,2026-04,AAMI,0.40986025506713397,0.3175049007259325
Breakouts,2026-04,GSAT,0.021653569914653614,-0.07070178442654784
Breakouts,2026-04,INTC,0.44084244694876107,0.3484870926075596
Breakouts,2026-04,POWL,-0.26550498454904825,-0.3578603388902497
Top Picks,2026-05,SNEX,-0.1627790988283957,-0.2254358127257441
Breakouts,2026-04,SNEX,-0.035632600614182275,-0.12798795495538373
Breakouts,2026-04,STM,0.037707567466734426,-0.05464778687446703
Breakouts,2026-04,TPC,-0.008039194847032305,-0.10039454918823376
Top Picks,2026-06,ARCB,-0.16264603701048552,-0.21670125998437106
Breakouts,2026-04,ARCB,0.02308613422439665,-0.0694381619595601
Breakouts,2026-04,AXGN,0.0995930045923401,0.007068708408383362
Breakouts,2026-04,BTSG,0.16012458650346684,0.06760029031951009
Top Picks,2026-09,ECO,-0.0012088250871229445,-0.02501524824240864
Breakouts,2026-04,ECO,0.726047292241625,0.6335229960576683
Top Picks,2026-06,INSW,0.356768145336702,0.31836015050341304
Breakouts,2026-04,INSW,0.49371374337958907,0.4011894471956323
Breakouts,2026-04,MEOH,-0.06707983194423617,-0.1596041281281929
Top Picks,2026-05,MU,0.6309286246079113,0.5568050871587198
Breakouts,2026-04,MU,1.0138881448245955,0.9213638486406388
Top Picks,2026-05,SNDK,0.48832351697425236,0.4095495902088433
Breakouts,2026-04,SNDK,0.6600483734357665,0.5675240772518098
Breakouts,2026-04,TALO,0.026891826849958278,-0.06563246933399847
Breakouts,2026-04,VLO,0.578454156997056,0.4859298608130993
Top Picks,2026-05,AMD,0.46068961801283703,0.40129110411048363
Breakouts,2026-04,AMD,0.7363537377297793,0.6545926240702173
Breakouts,2026-04,CECO,-0.03520367725705664,-0.1169647909166186
Breakouts,2026-04,CTOS,-0.04771576130220201,-0.12947687496176397
Breakouts,2026-04,DAR,-0.015102054876285131,-0.09686316853584709
Top Picks,2026-09,DK,0.014044265886597351,-0.003862113570318959
